geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
ZG,202010,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,81,0,NA,NA,128794,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-10,0,0,NA,NA
ZH,202010,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1129,0,NA,NA,1553423,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-10,0,0,NA,NA
AG,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,562,0,NA,NA,694072,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
AI,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,15,0,NA,NA,16293,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
AR,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,55,0,NA,NA,55309,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
BE,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,929,0,NA,NA,1043132,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
BL,202011,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,198,0,1,100,290969,0.34,0.69,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,0,0
BS,202011,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,189,0,1,100,196735,2.03,2.03,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,4,2.03,NA,NA
FL,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,53,0,NA,NA,39055,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
FR,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,415,0,NA,NA,325496,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
GE,202011,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,702,0,1,100,506343,0.79,0.79,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,4,0.79,NA,NA
GL,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,50,0,NA,NA,40851,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
GR,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,160,0,NA,NA,200096,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
JU,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,56,0,NA,NA,73709,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
LU,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,280,0,NA,NA,416347,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
NE,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,296,0,NA,NA,175894,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
NW,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17,0,NA,NA,43520,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
OW,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,33,0,NA,NA,38108,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
SG,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,645,0,NA,NA,514504,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
SH,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,55,0,NA,NA,83107,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
SO,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,244,0,NA,NA,277462,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
SZ,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,187,0,NA,NA,162157,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
TG,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,354,0,NA,NA,282909,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
TI,202011,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,809,0,1,100,350986,2.28,2.28,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,8,2.28,NA,NA
UR,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,37,0,NA,NA,36819,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
VD,202011,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,872,0,1,100,814762,0.49,0.74,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,2,0.24,100,0
VS,202011,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,582,0,1,100,348503,0.86,0.86,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,3,0.86,NA,NA
ZG,202011,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,81,0,NA,NA,128794,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,0,0,NA,NA
ZH,202011,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1129,0,1,100,1553423,0.06,0.06,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-11,1,0.06,NA,NA
AG,202012,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,562,0,1,100,694072,0.14,0.14,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,1,0.14,NA,NA
AI,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,15,0,NA,NA,16293,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
AR,202012,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,55,0,1,100,55309,1.81,1.81,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,1,1.81,NA,NA
BE,202012,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,929,0,1,100,1043132,0.58,0.58,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,6,0.58,NA,NA
BL,202012,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,198,0,1,100,290969,0.34,1.03,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,0,0
BS,202012,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,189,0,1,100,196735,1.02,3.05,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,-2,-1.01,-50,0
FL,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,53,0,NA,NA,39055,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
FR,202012,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,415,0,1,100,325496,1.84,1.84,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,6,1.84,NA,NA
GE,202012,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,702,0,1,100,506343,1.18,1.97,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,2,0.39,50,0
GL,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,50,0,NA,NA,40851,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
GR,202012,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,160,0,1,100,200096,3,3,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,6,3,NA,NA
JU,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,56,0,NA,NA,73709,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
LU,202012,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,280,0,1,100,416347,0.24,0.24,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,1,0.24,NA,NA
NE,202012,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,296,0,1,100,175894,1.71,1.71,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,3,1.71,NA,NA
NW,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17,0,NA,NA,43520,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
OW,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,33,0,NA,NA,38108,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
SG,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,645,0,NA,NA,514504,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
SH,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,55,0,NA,NA,83107,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
SO,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,244,0,NA,NA,277462,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
SZ,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,187,0,NA,NA,162157,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
TG,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,354,0,NA,NA,282909,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
TI,202012,38,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,809,0,1,100,350986,10.83,13.11,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,30,8.55,375,0
UR,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,37,0,NA,NA,36819,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
VD,202012,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,872,0,1,100,814762,2.21,2.95,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,14,1.72,350,0
VS,202012,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,582,0,1,100,348503,1.43,2.3,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,2,0.57,66.7,0
ZG,202012,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,81,0,NA,NA,128794,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,0,0,NA,NA
ZH,202012,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1129,0,1,100,1553423,0.32,0.39,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-12,4,0.26,400,0
AG,202013,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,562,0,1,100,694072,1.15,1.3,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,7,1.01,700,0
AI,202013,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,15,0,NA,NA,16293,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,0,0,NA,NA
AR,202013,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,55,0,1,100,55309,1.81,3.62,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,0,0,0,0
BE,202013,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,929,0,1,100,1043132,0.86,1.44,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,3,0.28,50,0
BL,202013,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,198,0,1,100,290969,2.06,3.09,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,5,1.72,500,0
BS,202013,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,189,0,1,100,196735,6.1,9.15,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,10,5.08,500,0
FL,202013,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,53,0,NA,NA,39055,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,0,0,NA,NA
FR,202013,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,415,0,1,100,325496,3.69,5.53,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,6,1.85,100,0
GE,202013,38,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,702,0,1,100,506343,7.5,9.48,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,32,6.32,533.3,0
GL,202013,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,50,0,1,100,40851,2.45,2.45,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,1,2.45,NA,NA
GR,202013,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,160,0,1,100,200096,4.5,7.5,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,3,1.5,50,0
JU,202013,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,56,0,NA,NA,73709,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,0,0,NA,NA
LU,202013,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,280,0,1,100,416347,1.2,1.44,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,4,0.96,400,0
NE,202013,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,296,0,1,100,175894,5.12,6.82,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,6,3.41,200,0
NW,202013,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17,0,NA,NA,43520,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,0,0,NA,NA
OW,202013,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,33,0,NA,NA,38108,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,0,0,NA,NA
SG,202013,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,645,0,1,100,514504,0.97,0.97,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,5,0.97,NA,NA
SH,202013,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,55,0,NA,NA,83107,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,0,0,NA,NA
SO,202013,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,244,0,1,100,277462,0.72,0.72,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,2,0.72,NA,NA
SZ,202013,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,187,0,1,100,162157,3.08,3.08,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,5,3.08,NA,NA
TG,202013,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,354,0,1,100,282909,0.71,0.71,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,2,0.71,NA,NA
TI,202013,52,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,98,809,0,1,100,350986,14.82,27.92,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,14,3.99,36.8,0
UR,202013,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,37,0,NA,NA,36819,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,0,0,NA,NA
VD,202013,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,872,0,1,100,814762,5.52,8.47,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,27,3.31,150,0
VS,202013,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,582,0,1,100,348503,4.59,6.89,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,11,3.16,220,0
ZG,202013,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,81,0,1,100,128794,0.78,0.78,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,1,0.78,NA,NA
ZH,202013,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,1129,0,1,100,1553423,0.97,1.35,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-13,10,0.65,200,0
AG,202014,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,562,0,1,100,694072,1.44,2.74,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,2,0.29,25,0
AI,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,15,0,NA,NA,16293,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,0,0,NA,NA
AR,202014,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,55,0,1,100,55309,1.81,5.42,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,0,0,0,0
BE,202014,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,929,0,1,100,1043132,1.73,3.16,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,9,0.87,100,0
BL,202014,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,198,0,1,100,290969,3.44,6.53,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,4,1.38,66.7,0
BS,202014,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,189,0,1,100,196735,6.1,15.25,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,0,0,0,0
FL,202014,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,53,0,1,100,39055,2.56,2.56,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,1,2.56,NA,NA
FR,202014,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,415,0,1,100,325496,6.76,12.29,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,10,3.07,83.3,0
GE,202014,62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110,702,0,1,100,506343,12.24,21.72,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,24,4.74,63.2,0
GL,202014,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,50,0,1,100,40851,2.45,4.9,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,0,0,0,0
GR,202014,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,160,0,1,100,200096,8.5,15.99,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,8,4,88.9,0
JU,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,56,0,NA,NA,73709,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,0,0,NA,NA
LU,202014,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,280,0,1,100,416347,0.72,2.16,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,-2,-0.48,-40,0
NE,202014,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,296,0,1,100,175894,3.98,10.8,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,-2,-1.14,-22.2,0
NW,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,17,0,NA,NA,43520,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,0,0,NA,NA
OW,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,33,0,NA,NA,38108,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,0,0,NA,NA
SG,202014,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,645,0,1,100,514504,1.17,2.14,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,1,0.2,20,0
SH,202014,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,55,0,1,100,83107,1.2,1.2,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,1,1.2,NA,NA
SO,202014,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,244,0,1,100,277462,0.36,1.08,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,-1,-0.36,-50,0
SZ,202014,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,187,0,1,100,162157,0.62,3.7,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,-4,-2.46,-80,0
TG,202014,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,354,0,1,100,282909,2.12,2.83,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,4,1.41,200,0
TI,202014,80,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,178,809,0,1,100,350986,22.79,50.71,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,28,7.97,53.8,0
UR,202014,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,37,0,1,100,36819,5.43,5.43,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,2,5.43,NA,NA
VD,202014,70,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,139,872,0,1,100,814762,8.59,17.06,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,25,3.07,55.6,0
VS,202014,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,582,0,1,100,348503,7.17,14.06,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,9,2.58,56.2,0
ZG,202014,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,81,0,1,100,128794,1.55,2.33,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,1,0.77,100,0
ZH,202014,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,1129,0,1,100,1553423,1.8,3.15,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-14,13,0.83,86.7,0
AG,202015,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,562,0,1,100,694072,1.01,3.75,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-15,-3,-0.43,-30,0
AI,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,15,0,NA,NA,16293,0,0,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-15,0,0,NA,NA
AR,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,55,0,NA,NA,55309,0,5.42,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-15,-1,-1.81,-100,NA
BE,202015,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,929,0,1,100,1043132,2.4,5.56,COVID19Death,,2022-08-09_06-08-29,isoweek,2020-15,7,0.67,38.9,0
